LID,Volume,Name,Type,Subtype,Current Country,Latitude,Longitude,Location Accuracy
0,1,'s-Gravenhage,Concentration Camp,Subcamp,Netherlands,52.0833,4.3000,Exact
1,1,Abteroda,Concentration Camp,Subcamp,Germany,50.9000,10.0667,Exact
2,1,Adlershorst,Concentration Camp,Subcamp,Poland,53.4500,20.5333,Exact
3,1,Ahrensbök-Holstendorf,Early Concentration Camp,N/A,Germany,54.0167,10.5833,Exact
4,1,"Alderney (Kanalinsel, SS-Bbde I)",Concentration Camp,Subcamp,United Kingdom,49.7060,-2.2145,Exact
5,1,Allendorf (Münchmühle),Concentration Camp,Subcamp,Germany,50.8281,9.0178,Exact
6,1,Alt Daber,Early Concentration Camp,N/A,Germany,53.2000,12.5000,Exact
7,1,Alt-Garge,Concentration Camp,Subcamp,Germany,53.2667,10.8000,Exact
8,1,Altenberg,Early Concentration Camp,N/A,Czechia,50.7667,13.7667,Exact
9,1,Altenburg,Concentration Camp,Subcamp,Germany,50.9833,12.4500,Exact
10,1,Altenhammer,Concentration Camp,Subcamp,Germany,49.4167,12.3167,Exact
11,1,Althammer,Concentration Camp,Subcamp,Poland,51.4000,17.4667,Exact
12,1,Amersfoort,Concentration Camp,Subcamp,Netherlands,52.1500,5.3833,Exact
13,1,Amstetten (Bahnbau I - Men),Concentration Camp,Subcamp,Austria,48.1167,14.8667,Exact
14,1,Ankenbuck,Early Concentration Camp,N/A,Germany,48.0000,8.5167,Exact
15,1,Annaburg,Concentration Camp,Subcamp,Germany,51.7333,13.0333,Exact
16,1,Anrath bei Krefeld,Early Concentration Camp,N/A,Germany,51.2833,6.4667,Exact
17,1,Ansbach,Concentration Camp,Subcamp,Germany,49.3000,10.5833,Exact
18,1,Apolda,Concentration Camp,Subcamp,Germany,51.0167,11.5000,Exact
19,1,Arbeitsdorf,Concentration Camp,Main Camp,Germany,52.4167,10.7167,Exact
20,1,Arnheim [Arnhem],Concentration Camp,Subcamp,Netherlands,51.9833,5.9167,Exact
21,1,Arolsen,Concentration Camp,Subcamp,Germany,51.3667,9.0167,Exact
22,1,"Artern (Adorf, Rebstock Neu)",Concentration Camp,Subcamp,Germany,51.3667,11.3000,Exact
23,1,Aschersleben,Concentration Camp,Subcamp,Germany,51.7500,11.4667,Exact
24,1,Aseri (OT Ostländer Lager),Concentration Camp,Subcamp,Estonia,59.4500,26.8667,Exact
25,1,Aslau,Concentration Camp,Subcamp,Poland,51.3167,15.7500,Exact
26,1,"Audun-le-Tiche (Rowa, Deutsch-Oth)",Concentration Camp,Subcamp,Luxembourg,49.4667,5.9500,Exact
27,1,Aue,Concentration Camp,Subcamp,Germany,49.0833,11.2667,Exact
28,1,Augsburg - Horgau,Concentration Camp,Subcamp,Germany,48.3667,10.8833,Exact
29,1,"Aumale (INGA, SS-BB V)",Concentration Camp,Subcamp,France,49.7667,1.7500,Exact
30,1,Auschwitz I Main Camp,Concentration Camp,Main Camp,Poland,50.0262,19.2041,Exact
31,1,Auvere,Concentration Camp,Subcamp,Estonia,59.3456,27.9374,Exact
32,1,Babitz,Concentration Camp,Subcamp,Poland,50.1667,17.9167,Exact
33,1,Bachmanning,Concentration Camp,Subcamp,Austria,48.1167,13.8000,Exact
34,1,"Bad Ischl (Bad Ischl, Umsiedlerlager)",Concentration Camp,Subcamp,Austria,47.7167,13.6167,Exact
35,1,Bad Nauheim (OT- Polizeihaftlager),Concentration Camp,Subcamp,Germany,50.3667,8.7500,Exact
36,1,Bad Oberdorf,Concentration Camp,Subcamp,Germany,47.5000,10.3833,Exact
37,1,Bad Saarow,Concentration Camp,Subcamp,Germany,52.2833,14.0667,Exact
38,1,Bad Salzungen (Heinrich Kalb),Concentration Camp,Subcamp,Germany,50.8167,10.2333,Exact
39,1,Bad Sulza,Early Concentration Camp,N/A,Germany,51.0833,11.6000,Exact
40,1,Bad Tölz,Concentration Camp,Subcamp,Germany,47.7667,11.5667,Exact
41,1,Bad Warmbrunn,Concentration Camp,Subcamp,Czechia,50.0333,15.7000,Exact
42,1,Ballenstedt (Napola),Concentration Camp,Subcamp,Germany,51.7167,11.2333,Exact
43,1,Bamberg,Early Concentration Camp,N/A,Germany,49.8667,10.8667,Exact
44,1,Barth,Concentration Camp,Subcamp,Germany,54.3667,12.7333,Exact
45,1,Bausnitz,Concentration Camp,Subcamp,Czechia,50.5500,15.9833,Exact
46,1,Bautzen,Concentration Camp,Subcamp,Germany,51.1833,14.4333,Exact
47,1,Bautzen (Kupferhammer),Early Concentration Camp,N/A,Germany,51.1833,14.4333,Exact
48,1,Bayreuth,Concentration Camp,Subcamp,Germany,49.9500,11.5833,Exact
49,1,Bayreuth (St. Georg),Early Concentration Camp,N/A,Germany,49.9500,11.5833,Exact
50,1,Bayrischzell,Concentration Camp,Subcamp,Austria,47.6667,12.0167,Exact
51,1,"Beendorf (AIII, Helmstedt)",Concentration Camp,Subcamp,Germany,52.2333,11.0833,Exact
52,1,Beerfelde,Concentration Camp,Subcamp,Germany,52.4333,14.0500,Exact
53,1,Belzig,Concentration Camp,Subcamp,Germany,52.1333,12.6000,Exact
54,1,Benninghausen,Early Concentration Camp,N/A,Germany,51.6549,8.2443,Exact
55,1,"Bensberg (Kdo. Napola, SS-Bbde III)",Concentration Camp,Subcamp,Germany,50.9667,7.1667,Exact
56,1,Bensheim - Auerbach,Concentration Camp,Subcamp,Germany,49.6801,8.6158,Exact
57,1,Berga-Elster (Schwalbe V),Concentration Camp,Subcamp,Germany,51.8333,12.8333,Exact
58,1,Bergen-Belsen,Concentration Camp,Main Camp,Germany,52.7589,9.9071,Exact
59,1,Bergisch Gladbach (Stellawerk),Early Concentration Camp,N/A,Germany,50.9833,7.1333,Exact
60,1,Bergkamen-Schönhausen,Early Concentration Camp,N/A,Germany,51.6333,7.6333,Exact
61,1,Berlin (General-Pape-Strasse),Early Concentration Camp,N/A,Germany,52.5167,13.4000,Exact
62,1,Berlin (SS-Bbde II),Concentration Camp,Subcamp,Germany,52.5167,13.4000,Exact
63,1,Berlin - Hakenfelde,Concentration Camp,Subcamp,Germany,52.5167,13.4000,Exact
64,1,Berlstedt,Concentration Camp,Subcamp,Germany,51.0667,11.2500,Exact
65,1,Bernau,Concentration Camp,Subcamp,Germany,52.6667,13.5833,Exact
66,1,Bernsdorf,Concentration Camp,Subcamp,Czechia,50.6500,15.9667,Exact
67,1,Bersdorf - Friedeberg,Concentration Camp,Subcamp,Poland,51.0333,16.3000,Exact
68,1,Biesenthal,Concentration Camp,Subcamp,Germany,52.7667,13.6333,Exact
69,1,"Biesnitzer Grund (Görlitz, incl. Kunnerwitz, Rennersdorf)",Concentration Camp,Subcamp,Poland,51.1500,15.0167,Exact
70,1,Billroda,Concentration Camp,Subcamp,Germany,51.2000,11.4500,Exact
71,1,Birnbäumel,Concentration Camp,Subcamp,Poland,51.4667,17.1500,Exact
72,1,Bisingen,Concentration Camp,Subcamp,Germany,48.9500,9.1000,Exact
73,1,Bismarckhütte (Königshütte),Concentration Camp,Subcamp,Poland,50.2667,18.9500,Exact
74,1,Blaichach,Concentration Camp,Subcamp,Germany,47.5333,10.2667,Exact
75,1,Blankenburg-Oesig [Klosterwerke],Concentration Camp,Subcamp,Germany,51.7833,10.9500,Exact
76,1,Blechhammer,Concentration Camp,Subcamp,Poland,50.3667,18.2833,Exact
77,1,Bleicherode,Concentration Camp,Subcamp,Germany,51.4333,10.5833,Exact
78,1,Bliżyn,Concentration Camp,Subcamp,Poland,51.1167,20.7500,Exact
79,1,Bobrek,Concentration Camp,Subcamp,Poland,50.3333,18.8667,Exact
80,1,Bochum,Early Concentration Camp,N/A,Germany,51.4833,7.2167,Exact
81,1,Bochum (Bochumer Verein),Concentration Camp,Subcamp,Germany,51.4833,7.2167,Exact
82,1,"Bochum (Sprengkommando, SS-BB III)",Concentration Camp,Subcamp,Germany,51.4833,7.2167,Exact
83,1,Bohnsack,Concentration Camp,Subcamp,Poland,54.3500,18.8333,Exact
84,1,Boizenburg,Concentration Camp,Subcamp,Germany,53.3833,10.7167,Exact
85,1,Bolkenhain,Concentration Camp,Subcamp,Poland,50.9167,16.1000,Exact
86,1,Bomlitz (Benefeld),Concentration Camp,Subcamp,Germany,52.9000,9.6500,Exact
87,1,Born,Concentration Camp,Subcamp,Germany,54.3833,12.5333,Exact
88,1,Brandenburg (Havel),Concentration Camp,Subcamp,Germany,52.4167,14.2833,Exact
89,1,Brandenburg (Havel),Early Concentration Camp,N/A,Germany,52.4167,12.5500,Exact
90,1,Niesky (Brandenhofen),Concentration Camp,Subcamp,Germany,51.4000,14.2667,Exact
91,1,Braunschweig,Concentration Camp,Subcamp,Germany,52.2667,10.5333,Exact
92,1,"Braunschweig (Lager Büssig NAG, Schillstraße)",Concentration Camp,Subcamp,Germany,52.2667,10.5333,Exact
93,1,Brauweiler,Early Concentration Camp,N/A,Germany,49.8667,7.7500,Exact
94,1,Breitenau,Early Concentration Camp,N/A,Germany,51.2000,9.4833,Exact
95,1,Bremen (SS-Bbde II),Concentration Camp,Subcamp,Germany,53.0833,8.8000,Exact
96,1,"Bremen - Blumenthal (Bremen-Deschimag, Bahrsplate)",Concentration Camp,Subcamp,Germany,53.0833,8.8000,Exact
97,1,Breslau - Dürrgoy,Early Concentration Camp,N/A,Poland,51.1000,17.0333,Exact
98,1,Breslau I,Concentration Camp,Subcamp,Poland,51.1000,17.0333,Exact
99,1,Bretstein,Concentration Camp,Subcamp,Austria,47.3333,14.4167,Exact
100,1,Brieg (Pampitz),Concentration Camp,Subcamp,Poland,50.8667,17.1667,Exact
101,1,Briesen (Falkenhagen),Concentration Camp,Subcamp,Germany,52.3333,14.2833,Exact
102,1,Bromberg - Brahnau (DAG Nobel),Concentration Camp,Subcamp,Poland,53.1500,18.0000,Exact
103,1,Bruss -Sophienwalde,Concentration Camp,Subcamp,Poland,53.8833,17.7167,Exact
104,1,Brünn,Concentration Camp,Subcamp,Czechia,49.2000,16.6333,Exact
105,1,Brünnlitz,Concentration Camp,Subcamp,Czechia,49.6333,16.5167,Exact
106,1,Brüx,Concentration Camp,Subcamp,Czechia,50.5333,13.6500,Exact
107,1,Buchenwald,Concentration Camp,Main Camp,Germany,51.0212,11.2490,Exact
108,1,Budy,Concentration Camp,Subcamp,Poland,49.9833,19.1500,Exact
109,1,Budzyń,Concentration Camp,Subcamp,Poland,50.9500,22.2000,Exact
110,1,Bunzlau I,Concentration Camp,Subcamp,Poland,51.2667,15.5667,Exact
111,1,Burgau,Concentration Camp,Subcamp,Germany,48.4333,10.4000,Exact
112,1,Buttelstedt,Concentration Camp,Subcamp,Germany,51.0667,11.3500,Exact
113,1,Bäumenheim,Concentration Camp,Subcamp,Germany,48.6833,10.8167,Exact
114,1,Böhlen,Concentration Camp,Subcamp,Germany,51.2000,12.3833,Exact
115,1,Börgermoor (Papenburg I),Early Concentration Camp,N/A,Germany,53.0167,7.5000,Exact
116,1,Börnicke (Meissnershof),Early Concentration Camp,N/A,Germany,51.6833,12.9500,Exact
117,1,Calw,Concentration Camp,Subcamp,Germany,48.7000,8.7333,Exact
118,1,Charlottengrube,Concentration Camp,Subcamp,Poland,50.0667,18.4333,Exact
119,1,Chełmek-Papriotnik (Chełmek),Concentration Camp,Subcamp,Poland,50.1000,19.2667,Exact
120,1,Chemnitz,Concentration Camp,Subcamp,Germany,50.8333,12.9167,Exact
121,1,Christianstadt,Concentration Camp,Subcamp,Poland,51.7833,15.2500,Exact
122,1,Neustadt bei Coburg (Kalag),Concentration Camp,N/A,Germany,50.2500,10.9667,Exact
123,1,Cochem (Bruttig und Treis),Concentration Camp,Subcamp,Germany,50.1333,7.1500,Exact
124,1,"Cochem-Bruttig (Zeisig, Kochem-Bruttig)",Concentration Camp,Subcamp,Germany,50.1333,7.1500,Exact
125,1,Colditz,Early Concentration Camp,N/A,Germany,51.1333,12.8167,Exact
126,1,Comthurey (Dabelow),Concentration Camp,Subcamp,Germany,53.2500,13.2000,Exact
127,1,Dachau,Concentration Camp,Main Camp,Germany,48.2699,11.4683,Exact
128,1,Dammsmühle,Concentration Camp,Subcamp,Germany,52.7000,13.4167,Exact
129,1,Damshöhe,Concentration Camp,Subcamp,Germany,53.2333,13.1333,Exact
130,1,Danzig - Holm,Concentration Camp,Subcamp,Poland,54.3500,18.6667,Exact
131,1,Darmstadt,Concentration Camp,Subcamp,Germany,49.8667,8.6500,Exact
132,1,Darss-Wieck,Concentration Camp,Subcamp,Germany,53.3667,12.1000,Exact
133,1,Dautmergen,Concentration Camp,Subcamp,Germany,48.2333,8.7500,Exact
134,1,"Dernau (Rebstock, Rs, RB, Massnahme Stephan Lager Brück, Fa. Gollnow und Sohn, Volkswagenwerke Dernau)",Concentration Camp,Subcamp,Germany,50.5333,7.0500,Exact
135,1,Dernau an der Ahr (Rebstock),Concentration Camp,Subcamp,Germany,50.5333,7.0500,Exact
136,1,Dessau (Dessauer Waggonfabrik),Concentration Camp,Subcamp,Germany,51.8500,12.2500,Exact
137,1,Dippoldsau,Concentration Camp,Subcamp,Austria,47.8682,14.6039,Exact
138,1,Domachau,Concentration Camp,Subcamp,Poland,54.2167,18.4667,Exact
139,1,"Dondangen I and II (with Kurben, Seelager Sondangen, Dundaga, Poperwahlen)",Concentration Camp,Subcamp,Latvia,57.5167,22.3500,Exact
140,1,Dormettingen,Concentration Camp,Subcamp,Germany,48.2333,8.7667,Exact
141,1,Dornburg,Concentration Camp,Subcamp,Germany,52.0333,11.8833,Exact
142,1,Dortmund,Concentration Camp,Subcamp,Germany,51.5167,7.4500,Exact
143,1,"Dortmund (Sprengkommando, SS-BB III)",Concentration Camp,Subcamp,Germany,51.5167,7.4500,Exact
144,1,"Doullens (Buchenwald, SS-Baubrigade West, SS-BB V)",Concentration Camp,Subcamp,France,50.1500,2.3500,Exact
145,1,Dresden - Friedrichstadt (RAW) and Dresden (Reichsbahn),Concentration Camp,Subcamp,Germany,51.0500,13.7500,Exact
146,1,Dresden (Mathildenstrasse),Early Concentration Camp,N/A,Germany,51.0486,13.7489,Exact
147,1,Drögen,Concentration Camp,Subcamp,Germany,53.1333,13.1667,Exact
148,1,Drütte,Concentration Camp,Subcamp,Germany,52.1500,10.4500,Exact
149,1,Duderstadt,Concentration Camp,Subcamp,Germany,51.5167,10.2500,Exact
150,1,"Duisburg (Sachsenhausen, SS-Bbde I)",Concentration Camp,Subcamp,Germany,51.4333,6.7500,Exact
151,1,Dyhernfurth I,Concentration Camp,Subcamp,Poland,51.2667,16.7167,Exact
152,1,Döberitz,Concentration Camp,Subcamp,Germany,52.5167,12.3500,Exact
153,1,Düsseldorf (Kirchfeldstrasse),Concentration Camp,Subcamp,Germany,51.2167,6.7667,Exact
154,1,Düsseldorf (Ulmenstrasse),Early Concentration Camp,N/A,Germany,51.2167,6.7667,Exact
155,1,Düsseldorf - Derendorf (Berta),Concentration Camp,Subcamp,Germany,51.2167,6.7667,Exact
156,1,Düssin,Concentration Camp,Subcamp,Germany,53.3667,10.9833,Exact
157,1,Ebensee,Concentration Camp,Subcamp,Austria,47.8000,13.7667,Exact
158,1,Eberswalde,Concentration Camp,Subcamp,Germany,52.8333,13.7833,Exact
159,1,"Eching (OT, Neufahrn)",Concentration Camp,Subcamp,Germany,48.0833,11.1167,Exact
160,1,Echterdingen,Concentration Camp,Subcamp,Germany,48.7000,9.1833,Exact
161,1,Eindhoven,Concentration Camp,Subcamp,Netherlands,51.4500,5.4667,Exact
162,1,Eintrachthütte,Concentration Camp,Subcamp,Poland,50.2833,18.9167,Exact
163,1,"Eisenach (Emma, Em)",Concentration Camp,Subcamp,Germany,50.9833,10.3167,Exact
164,1,Eisenberg,Concentration Camp,Subcamp,Czechia,50.5500,13.5167,Exact
165,1,Eisenerz,Concentration Camp,Subcamp,Austria,47.5333,14.8833,Exact
166,1,"Elbingen (Brückenkopfbau, Stoboibei Elbingen)",Concentration Camp,Subcamp,Poland,54.1667,19.3833,Exact
167,1,Elley - Meiten,Concentration Camp,Subcamp,Latvia,56.4082,23.6820,Exact
168,1,"Ellrich (Buchenwald, Sachsenhausen, Mittelbau, SS-Bbde IV)",Concentration Camp,Subcamp,Germany,51.5833,10.6500,Exact
169,1,"Ellrich (Erich, Mittelbau II, Ellrich-Juliushütte)",Concentration Camp,Subcamp,Germany,51.5833,10.6500,Exact
170,1,Ellrich - Woffleben (Lager B-12],Concentration Camp,Subcamp,Germany,51.5000,10.7167,Exact
171,1,Ellwangen,Concentration Camp,Subcamp,Germany,48.9667,10.1333,Exact
172,1,Elsnig,Concentration Camp,Subcamp,Germany,51.6000,12.9333,Exact
173,1,Engerhafe (Aurich-Engerhafe),Concentration Camp,Subcamp,Germany,52.4833,7.3167,Exact
174,1,"Enns, Ennsdorf",Concentration Camp,Subcamp,Austria,48.2000,14.4667,Exact
175,1,"Erfurt (Petersberg, Feldstrasse)",Early Concentration Camp,N/A,Germany,50.9833,11.0333,Exact
176,1,Ereda,Concentration Camp,Subcamp,Estonia,59.3167,27.2500,Exact
177,1,Erzingen,Concentration Camp,Subcamp,Germany,48.2537,8.8096,Exact
178,1,"Eschelbach (aka, erroneously, Echelsbach)",Concentration Camp,Subcamp,Germany,47.7000,10.9833,Exact
179,1,"Eschershausen and Holzen (Stein, Hecht, OT Bauleitung, Deutsche Asphalt AG, Grube Haarmann, H, HT, OT)",Concentration Camp,Subcamp,Germany,51.9333,9.6333,Exact
180,1,"ESSEN (DEUTSCHE ERD- UND STEINWERKE) (""SCHWARZE POTH 13"")",Concentration Camp,N/A,Germany,52.7000,9.6500,Exact
181,1,Esterwegen II (Papenburg II),Early Concentration Camp,N/A,Germany,52.9833,7.6167,Exact
182,1,Eutin,Early Concentration Camp,N/A,Germany,54.1333,10.6167,Exact
183,1,Falkenau,Concentration Camp,Subcamp,Czechia,50.1833,12.6333,Exact
184,1,Falkensee,Concentration Camp,Subcamp,Germany,52.5667,13.0833,Exact
185,1,Fallersleben,Concentration Camp,Subcamp,Germany,52.4167,10.7167,Exact
186,1,Fallersleben-Laagberg,Concentration Camp,Subcamp,Germany,52.4167,10.7167,Exact
187,1,Feldafing,Concentration Camp,Subcamp,Germany,47.9500,11.3000,Exact
188,1,Feldberg,Concentration Camp,Subcamp,Germany,53.3333,13.4500,Exact
189,1,Feldmoching,Concentration Camp,Subcamp,Germany,48.2167,11.5333,Exact
190,1,"Ferch (Sachsenhausen, SS-Bbde II)",Concentration Camp,Subcamp,Germany,52.3000,12.9333,Exact
191,1,Finow,Concentration Camp,Subcamp,Germany,52.8333,13.7000,Exact
192,1,Fischbachau,Concentration Camp,Subcamp,Germany,47.7167,11.9500,Exact
193,1,Fischhorn,Concentration Camp,Subcamp,Austria,47.2833,12.8000,Exact
194,1,Flossenbürg,Concentration Camp,Main Camp,Germany,49.7357,12.3569,Exact
195,1,Flöha,Concentration Camp,Subcamp,Germany,50.8667,13.0667,Exact
196,1,Flössberg,Concentration Camp,Subcamp,Germany,51.1167,12.5833,Exact
197,1,Frankenthal - Mörsch (OT-Polizeihaftlager),Concentration Camp,Subcamp,Germany,49.5333,8.3500,Exact
198,1,Frankfurt am Main (Katzbach),Concentration Camp,Subcamp,Germany,50.1167,8.6833,Exact
199,1,Freiberg,Concentration Camp,Subcamp,Germany,50.9167,13.3667,Exact
200,1,Freiburg in Schlesien,Concentration Camp,Subcamp,Poland,50.8667,16.3333,Exact
201,1,Freudenthal,Concentration Camp,Subcamp,Czechia,49.9833,17.4667,Exact
202,1,Friedland,Concentration Camp,Subcamp,Czechia,49.9167,17.3667,Exact
203,1,Friedrichshafen,Concentration Camp,Subcamp,Germany,47.6500,9.4833,Exact
204,1,Frommern,Concentration Camp,Subcamp,Germany,48.2500,8.8667,Exact
205,1,Fuhlsbüttel [Hamburg-Fuhlsbüttel],Early Concentration Camp,N/A,Germany,53.6333,10.0167,Exact
206,1,Fünfteichen,Concentration Camp,Subcamp,Poland,51.0500,17.3167,Exact
207,1,Fürstenberg (Oder),Concentration Camp,Subcamp,Germany,52.1500,14.6500,Exact
208,1,Fürstengrube,Concentration Camp,Subcamp,Poland,50.7333,18.9833,Exact
209,1,Fürstenwalde,Concentration Camp,Subcamp,Germany,52.3667,14.0667,Exact
210,1,Gabersdorf,Concentration Camp,Subcamp,Czechia,50.6000,15.9333,Exact
211,1,Gablingen,Concentration Camp,Subcamp,Germany,48.4500,10.8167,Exact
212,1,Gablonz,Concentration Camp,Subcamp,Czechia,50.7167,15.1833,Exact
213,1,Ganacker,Concentration Camp,Subcamp,Germany,48.7167,12.6833,Exact
214,1,Gandersheim (Bad Gandersheim),Concentration Camp,Subcamp,Germany,51.8833,10.0333,Exact
215,1,Garmisch - Partenkirchen,Concentration Camp,Subcamp,Austria,47.5000,11.1000,Exact
216,1,Gassen,Concentration Camp,Subcamp,Poland,51.7500,15.0167,Exact
217,1,Gebhardsdorf (Friedeberg),Concentration Camp,Subcamp,Poland,50.9667,15.3333,Exact
218,1,Geisenheim,Concentration Camp,Subcamp,Germany,49.9833,7.9667,Exact
219,1,Geislingen an der Steige,Concentration Camp,Subcamp,Germany,48.6167,9.8500,Exact
220,1,Gelnhausen (Rothenbergen bei Gelnhausen),Concentration Camp,Subcamp,Germany,50.2000,9.1833,Exact
221,1,Gelsenkirchen - Horst,Concentration Camp,Subcamp,Germany,51.5000,7.0833,Exact
222,1,Gendorf (Emmerting),Concentration Camp,Subcamp,Germany,48.1833,12.7333,Exact
223,1,Genshagen,Concentration Camp,Subcamp,Germany,52.3167,13.3167,Exact
224,1,Genthin,Concentration Camp,Subcamp,Germany,52.4000,12.1667,Exact
225,1,Geppersdorf,Concentration Camp,Subcamp,Poland,51.0000,15.5167,Exact
226,1,Gerdauen,Concentration Camp,Subcamp,Russia,54.3609,21.3115,Exact
227,1,Germering (Neuaubing),Concentration Camp,Subcamp,Germany,48.1333,11.3667,Exact
228,1,Giessen,Concentration Camp,Subcamp,Germany,50.5833,8.7000,Exact
229,1,Gilze-Rijen (Breda),Concentration Camp,Subcamp,Netherlands,51.5333,4.9500,Exact
230,1,Gleiwitz I,Concentration Camp,Subcamp,Poland,50.2833,18.6667,Exact
231,1,Glöwen,Concentration Camp,Subcamp,Germany,52.9167,12.0833,Exact
232,1,Glückstadt,Early Concentration Camp,N/A,Germany,53.7833,9.4167,Exact
233,1,Goldfields (Goldfeld),Concentration Camp,Subcamp,Estonia,59.3500,27.2125,Exact
234,1,Golleschau,Concentration Camp,Subcamp,Poland,49.7333,18.7500,Exact
235,1,Gollnow,Early Concentration Camp,N/A,Poland,53.5667,14.8167,Exact
236,1,Goslar,Concentration Camp,Subcamp,Germany,51.9000,10.4333,Exact
237,1,Gotenhafen,Concentration Camp,Subcamp,Poland,54.5000,18.5500,Exact
238,1,Gotteszell,Early Concentration Camp,N/A,Germany,48.9667,12.9667,Exact
239,1,Grafenort,Concentration Camp,Subcamp,Czechia,50.3500,15.6333,Exact
240,1,Grafenreuth,Concentration Camp,Subcamp,Germany,49.7000,12.3027,Exact
241,1,Graslitz,Concentration Camp,Subcamp,Czechia,50.3333,12.5167,Exact
242,1,Grein,Concentration Camp,Subcamp,Austria,48.2167,14.8500,Exact
243,1,Grenzdorf,Concentration Camp,Subcamp,Poland,54.1667,18.4500,Exact
244,1,Grosswerther,Concentration Camp,N/A,Germany,51.4667,10.7500,Exact
245,1,Gross Lesewitz,Concentration Camp,Subcamp,Poland,54.0833,19.0667,Exact
246,1,Grossraming (Aschau),Concentration Camp,Subcamp,Austria,47.8833,14.5500,Exact
247,1,Gross-Koschen,Concentration Camp,Subcamp,Germany,51.5000,14.0500,Exact
248,1,Gross-Rosen Main Camp,Concentration Camp,Main Camp,Poland,50.9982,16.2777,Exact
249,1,Grulich,Concentration Camp,Subcamp,Czechia,50.2667,15.5333,Exact
250,1,Gräben,Concentration Camp,Subcamp,Germany,52.2333,12.4333,Exact
251,1,Gräfenhainichen,Early Concentration Camp,N/A,Germany,51.7167,12.4333,Exact
252,1,Gräflich-Röhrsdorf,Concentration Camp,Subcamp,Poland,50.9667,15.3833,Exact
253,1,Gröditz,Concentration Camp,Subcamp,Germany,51.2167,14.6167,Exact
254,1,Grünberg I,Concentration Camp,Subcamp,Poland,51.9333,15.5000,Exact
255,1,Grüneberg,Concentration Camp,Subcamp,Germany,52.8667,13.2333,Exact
256,1,Grünheide,Concentration Camp,Subcamp,Germany,52.4167,13.8167,Exact
257,1,Guben,Concentration Camp,Subcamp,Germany,51.2833,14.7167,Exact
258,1,Gumpertshof,Early Concentration Camp,N/A,Germany,52.4333,13.5833,Exact
259,1,Gundelsdorf (with Knellendof),Concentration Camp,Subcamp,Germany,50.2833,11.3000,Exact
260,1,"Gunskirchen-Wels (Waldwerke, Wels, Notbehelfsheimbau, SS-Arbeitslager Gunskirchen)",Concentration Camp,Subcamp,Austria,48.1167,13.8833,Exact
261,1,Gusen (with Gusen II and Gusen III),Concentration Camp,Subcamp,Austria,48.2508,14.4642,Exact
262,1,"Guttenbach (Binau, Neuenkirchen, Fahrbereitschaft)",Concentration Camp,Subcamp,Germany,49.3896,9.0749,Exact
263,1,Göttingen,Concentration Camp,Subcamp,Germany,51.5333,9.9333,Exact
264,1,Günthergrube,Concentration Camp,Subcamp,Poland,50.2333,19.1500,Exact
265,1,"Günzerode (Buchenwald, Sachsenhausen, Mittelbau, SS-BB IV)",Concentration Camp,Subcamp,Germany,51.5167,10.6667,Exact
266,1,Haaren,Concentration Camp,Subcamp,Netherlands,51.6000,5.2333,Exact
267,1,Hadmersleben (HS),Concentration Camp,Subcamp,Germany,51.9833,11.3000,Exact
268,1,Hagenow,Concentration Camp,Subcamp,Germany,53.4167,11.1833,Exact
269,1,Hainewalde,Early Concentration Camp,N/A,Czechia,50.9167,14.7000,Exact
270,1,Hainichen,Early Concentration Camp,N/A,Germany,50.9667,13.1167,Exact
271,1,Halbau,Concentration Camp,Subcamp,Poland,51.5000,15.2000,Exact
272,1,Halbstadt,Concentration Camp,Subcamp,Poland,50.6167,16.2500,Exact
273,1,Halfing (Brüningsau),Concentration Camp,Subcamp,Germany,47.9500,12.2833,Exact
274,1,Halle (Birkhahn-Mötzlich),Concentration Camp,Subcamp,Germany,51.5000,12.0000,Exact
275,1,Halle (Merseburger und Paracelciusstraße),Early Concentration Camp,N/A,Germany,51.5000,12.0000,Exact
276,1,Hallein,Concentration Camp,Subcamp,Austria,47.6833,13.1000,Exact
277,1,"Hamburg (Neuengamme, SS-Bbde II)",Concentration Camp,Subcamp,Germany,53.5500,10.0000,Exact
278,1,Hamburg (Stadthaus und Untersuchungsgefängnis),Early Concentration Camp,N/A,Germany,53.5500,10.0000,Exact
279,1,Hamburg - Eidelstedt,Concentration Camp,Subcamp,Germany,53.5500,10.0000,Exact
280,1,"Hambühren (Hambühren-Ovelgönne, Waldeslust)",Concentration Camp,Subcamp,Germany,52.6333,9.9833,Exact
281,1,Hammerstein,Early Concentration Camp,N/A,Poland,53.6833,16.9333,Exact
282,1,Hanau,Concentration Camp,Subcamp,Germany,50.1333,8.9167,Exact
283,1,Hannover - Ahlem,Concentration Camp,Subcamp,Germany,52.3667,9.7167,Exact
284,1,Happurg,Concentration Camp,Subcamp,Germany,49.5000,11.4667,Exact
285,1,Hardehausen,Concentration Camp,Subcamp,Germany,51.5500,9.0000,Exact
286,1,Harmense,Concentration Camp,Subcamp,Poland,50.0167,19.1500,Exact
287,1,Hartmannsdorf,Concentration Camp,Subcamp,Poland,51.0167,15.2500,Exact
288,1,"Harzungen (Hans, Mittelbau III)",Concentration Camp,Subcamp,Germany,51.5500,10.8000,Exact
289,1,"Haslach (Barbe, Vulkan, Kinzigdamm)",Concentration Camp,Subcamp,Germany,48.2833,8.0833,Exact
290,1,Hassenberg,Early Concentration Camp,N/A,Germany,50.2500,11.2000,Exact
