LID,Volume,Name,Type,Subtype,Current Country,Latitude,Longitude,Location Accuracy
557,1,Parschnitz,Concentration Camp,Subcamp,Czechia,50.5833,15.9667,Exact
558,1,Passau I (with Passau III),Concentration Camp,Subcamp,Austria,48.5833,13.4833,Exact
559,1,Peggau,Concentration Camp,Subcamp,Austria,47.2000,15.3500,Exact
560,1,Pelplin,Concentration Camp,Subcamp,Poland,53.9167,18.7000,Exact
561,1,Pelters,Concentration Camp,Subcamp,France,49.0833,6.2333,Exact
562,1,Penig,Concentration Camp,Subcamp,Germany,50.9333,12.7167,Exact
563,1,Perleberg,Early Concentration Camp,N/A,Germany,53.0667,11.8667,Exact
564,1,Peterswaldau,Concentration Camp,Subcamp,Poland,50.7167,16.6000,Exact
565,1,"Petseri, Ülenurme, Kulupe",Concentration Camp,Subcamp,Estonia,57.8167,27.6000,Exact
566,1,"Plansee (Breitenwang, Plansee, SS- Sonderkommando Plansee)",Concentration Camp,Subcamp,Austria,51.1333,22.8667,Exact
567,1,Plattling,Concentration Camp,Subcamp,Germany,48.7833,12.8667,Exact
568,1,Plaue bei Flöha,Early Concentration Camp,N/A,Germany,50.8500,13.0667,Exact
569,1,Plauen (Baumwollspinnerei und Industriewerke),Concentration Camp,Subcamp,Germany,51.0167,13.7167,Exact
570,1,"Plawy (Wirtschaftshof Plawy, Gut Plawy)",Concentration Camp,Subcamp,Poland,50.0333,19.1500,Exact
571,1,"Plömnitz (Leopard, Leau)",Concentration Camp,Subcamp,Germany,51.7500,11.8167,Exact
572,1,Poniatowa,Concentration Camp,Subcamp,Poland,51.1833,22.1333,Exact
573,1,Porschdorf,Concentration Camp,Subcamp,Czechia,50.9333,14.1333,Exact
574,1,Port Kunda,Concentration Camp,Subcamp,Estonia,59.4984,26.5260,Exact
575,1,"Porta Westfalica/A II Barkhausen (Porta I, Kaiserhof, Lerbeck- Neesen, Hausberge Hammerwerke)",Concentration Camp,Subcamp,Germany,52.2167,8.9333,Exact
576,1,Porz (Hochkreuz),Early Concentration Camp,N/A,Germany,50.8833,7.0500,Exact
577,1,Potsdam-Babelsburg,Concentration Camp,Subcamp,Germany,52.4000,13.0667,Exact
578,1,Pottenstein,Concentration Camp,Subcamp,Germany,49.7667,11.4167,Exact
579,1,Praust (Flugplatz),Concentration Camp,Subcamp,Poland,54.2667,18.6333,Exact
580,1,Prawienischken,Concentration Camp,Subcamp,Lithuania,54.9167,24.2333,Exact
581,1,"Prenzlau- Kleine Heide (Hindenburg, Birkenhain)",Concentration Camp,Subcamp,Germany,53.3167,13.8667,Exact
582,1,Prettin (Lichtenburg),Concentration Camp,Subcamp,Germany,51.6667,12.9167,Exact
583,1,Preussisch Stargard,Concentration Camp,Subcamp,Poland,53.9667,18.5500,Exact
584,1,Pröbbernau,Concentration Camp,Subcamp,Poland,54.3667,19.3667,Exact
585,1,Pulawy (Pulawy Stadt),Concentration Camp,Subcamp,Poland,51.4167,21.9667,Exact
586,1,Pölitz (Stettin),Concentration Camp,Subcamp,Poland,53.5500,14.5667,Exact
587,1,Quedlinburg,Concentration Camp,Subcamp,Germany,51.7833,11.1500,Exact
588,1,Quednau,Early Concentration Camp,N/A,Russia,54.7500,20.5500,Exact
589,1,Rabstein,Concentration Camp,Subcamp,Czechia,49.5833,13.1000,Exact
590,1,Radolfzell,Concentration Camp,Subcamp,Germany,47.7333,8.9667,Exact
591,1,Radom (Radom (Szkolna Street)),Concentration Camp,Subcamp,Poland,51.4000,21.1667,Exact
592,1,Radostowitz,Concentration Camp,Subcamp,Poland,50.0167,18.9000,Exact
593,1,Raguhn,Concentration Camp,Subcamp,Germany,51.7167,12.3000,Exact
594,1,Rajsko,Concentration Camp,Subcamp,Poland,50.0167,19.1833,Exact
595,1,Rastatt,Concentration Camp,Subcamp,Germany,48.8500,8.2000,Exact
596,1,Rathenow,Concentration Camp,Subcamp,Germany,52.6000,12.3333,Exact
597,1,Ravensbrück,Concentration Camp,Main Camp,Germany,53.2062,13.1637,Exact
598,1,Retzow (Rechlin),Concentration Camp,Subcamp,Germany,53.3500,12.7333,Exact
599,1,Redl-Zipf (Schlier),Concentration Camp,Subcamp,Austria,48.0000,13.4833,Exact
600,1,Regensburg (Colosseum),Concentration Camp,Subcamp,Germany,49.0167,12.1000,Exact
601,1,Reichenau,Concentration Camp,Subcamp,Czechia,50.6833,15.1667,Exact
602,1,Reichenbach (Langenbielau),Early Concentration Camp,N/A,Germany,50.6000,12.3000,Exact
603,1,Remscheid-Lüttringhausen,Early Concentration Camp,N/A,Germany,51.2333,7.2333,Exact
604,1,Rheinsberg,Concentration Camp,Subcamp,Germany,53.1000,12.8833,Exact
605,1,Rheinzabern (OT-Polizeihaftlager),Concentration Camp,Subcamp,Germany,49.1180,8.2779,Exact
606,1,Riederloh (Riederloh II),Concentration Camp,Subcamp,Germany,47.9049,10.6413,Exact
607,1,Riese / Dörnhau,Concentration Camp,Subcamp,Poland,50.6833,16.4000,Exact
608,1,Riese / Erlenbusch,Concentration Camp,Subcamp,Poland,50.7167,16.3667,Exact
609,1,Riese/Falkenberg (Eule),Concentration Camp,Subcamp,Poland,50.6167,16.4833,Exact
610,1,Riese / Fürstenstein,Concentration Camp,Subcamp,Poland,50.8427,16.2911,Exact
611,1,Riese / Kaltwasser,Concentration Camp,Subcamp,Poland,50.6765,16.3886,Exact
612,1,Riese / Lärche,Concentration Camp,Subcamp,Poland,50.7333,16.3333,Exact
613,1,Riese / Märzbachtal,Concentration Camp,Subcamp,Poland,50.6844,16.3785,Exact
614,1,Riese/Schotterwerk (Oberwüstegiersdorf),Concentration Camp,Subcamp,Poland,50.6718,16.3760,Exact
615,1,Riese / Säuferwasser,Concentration Camp,Subcamp,Poland,50.6753,16.3933,Exact
616,1,Riese / Tannhausen,Concentration Camp,Subcamp,Poland,50.7000,16.3699,Exact
617,1,Riese / Wolfsberg,Concentration Camp,Subcamp,Poland,50.7020,16.4208,Exact
618,1,Riese/Wüstegiersdorf (Lager V),Concentration Camp,Subcamp,Poland,50.6872,16.3850,Exact
619,1,Riese/Wüstewaltersdorf (Stenzelberg),Concentration Camp,Subcamp,Poland,50.6980,16.4416,Exact
620,1,Riga - Kaiserwald,Concentration Camp,Main Camp,Latvia,56.9500,24.1000,Exact
621,1,Rochlitz,Concentration Camp,Subcamp,Germany,51.0500,12.8000,Exact
622,1,Rosenberg,Concentration Camp,Subcamp,Poland,53.7167,19.3500,Exact
623,1,Roosendaal,Concentration Camp,Subcamp,Netherlands,52.0167,5.9667,Exact
624,1,Rosenheim,Concentration Camp,Subcamp,Germany,47.8500,12.1333,Exact
625,1,Rossla,Concentration Camp,Subcamp,Germany,51.4667,11.0833,Exact
626,1,Rosslau,Early Concentration Camp,N/A,Germany,51.8833,12.2500,Exact
627,1,Rostock-Schwarzenpfost/Steinheide,Concentration Camp,Subcamp,Germany,54.0833,12.1333,Exact
628,1,Rothenburg,Concentration Camp,Subcamp,Poland,51.3333,14.9667,Exact
629,1,Rottleberode (Heinrich),Concentration Camp,Subcamp,Germany,51.5167,10.9333,Exact
630,1,"Rouen (Buchenwald, SS- BB V)",Concentration Camp,Subcamp,France,49.4333,1.0833,Exact
631,1,Russoschin (Reichsbahn Russoschin),Concentration Camp,Subcamp,Poland,54.2333,18.6333,Exact
632,1,Saal an der Donau (Ring Me),Concentration Camp,Subcamp,Germany,48.8833,11.9167,Exact
633,1,Saalfeld (Laura),Concentration Camp,Subcamp,Germany,51.2667,10.5167,Exact
634,1,Sachsenburg (and Subcamps),Early Concentration Camp,N/A,Germany,50.9500,13.0333,Exact
635,1,Sachsenhausen,Concentration Camp,Main Camp,Germany,52.7662,13.2624,Exact
636,1,Sackisch,Concentration Camp,Subcamp,Poland,50.4333,16.2500,Exact
637,1,"Salzburg (Aufräumungskommando, Salzburg (Aufräumkommando), Salzburg (Aufräumungs-und Entschärfungskommando))",Concentration Camp,Subcamp,Austria,47.8000,13.0333,Exact
638,1,Salzgitter-Bad,Concentration Camp,Subcamp,Germany,52.0500,10.3667,Exact
639,1,Salzwedel,Concentration Camp,Subcamp,Germany,52.8500,11.1500,Exact
640,1,Saulgau,Concentration Camp,Subcamp,Germany,48.0167,9.5000,Exact
641,1,Schandelah,Concentration Camp,Subcamp,Germany,52.2667,10.7000,Exact
642,1,Schatzlar,Concentration Camp,Subcamp,Czechia,50.6500,15.9000,Exact
643,1,Schaulen,Concentration Camp,Subcamp,Lithuania,55.9333,23.3167,Exact
644,1,Schertendorf,Concentration Camp,Subcamp,Poland,51.9667,15.4500,Exact
645,1,Schippenbeil,Concentration Camp,Subcamp,Poland,54.2667,21.0167,Exact
646,1,Schlachters,Concentration Camp,Subcamp,Germany,47.5833,9.7500,Exact
647,1,Schlackenwerth,Concentration Camp,Subcamp,Czechia,50.3000,12.9500,Exact
648,1,Schleissheim (Aufräumungskommando),Concentration Camp,Subcamp,Germany,48.2833,11.5667,Exact
649,1,Schlesiersee I,Concentration Camp,Subcamp,Poland,51.8833,16.0667,Exact
650,1,Schleusingen,Early Concentration Camp,N/A,Germany,50.5167,10.7500,Exact
651,1,Schlieben,Concentration Camp,Subcamp,Germany,51.7167,13.3833,Exact
652,1,Schloss Itter,Concentration Camp,Subcamp,Austria,47.4667,12.1333,Exact
653,1,Schloss Lind,Concentration Camp,Subcamp,Austria,47.0500,14.4167,Exact
654,1,"Schloss Mittersill, Schloss Lannach",Concentration Camp,Subcamp,Austria,47.2667,12.4833,Exact
655,1,Schwarzheide,Concentration Camp,Subcamp,Germany,51.4833,13.8667,Exact
656,1,Schwerte-Ost,Concentration Camp,Subcamp,Germany,51.4500,7.5667,Exact
657,1,Schwindratzheim,Concentration Camp,Subcamp,France,48.7500,7.6000,Exact
658,1,Schwäbisch Hall - Hessental,Concentration Camp,Subcamp,Germany,49.1057,9.7342,Exact
659,1,Schömberg,Concentration Camp,Subcamp,Germany,48.2167,8.7500,Exact
660,1,"Schönebeck (Junkers-Flugzeug-und Motorenwerke AG, J, Sch, Julius, Siegfried)",Concentration Camp,Subcamp,Germany,52.0167,11.7500,Exact
661,1,Schönheide,Concentration Camp,Subcamp,Germany,50.5000,12.5333,Exact
662,1,Schönwarling,Concentration Camp,Subcamp,Poland,54.2000,18.6833,Exact
663,1,Schörzingen,Concentration Camp,Subcamp,Germany,48.1833,8.7500,Exact
664,1,Seehausen (Uffing),Concentration Camp,Subcamp,Germany,47.6833,11.1833,Exact
665,1,Seerappen,Concentration Camp,Subcamp,Russia,54.7333,20.2833,Exact
666,1,Seifhennersdorf,Concentration Camp,Subcamp,Czechia,50.9333,14.6167,Exact
667,1,Seligenstadt,Concentration Camp,Subcamp,Germany,50.0500,8.9833,Exact
668,1,Senftenberg,Early Concentration Camp,N/A,Germany,51.5167,14.0167,Exact
669,1,Sennelager,Concentration Camp,Subcamp,Germany,51.7667,8.7167,Exact
670,1,Sennheim,Concentration Camp,Subcamp,France,47.8167,7.1667,Exact
671,1,Siegmar-Schönau,Concentration Camp,Subcamp,Germany,50.8167,12.8500,Exact
672,1,Siemenslager Ravensbrück,Concentration Camp,Subcamp,Unknown,53.1860,13.1640,Approximate
673,1,"Sollstedt (Mittelbau, Buchenwald, and Sachsenhausen, SS- BB I)",Concentration Camp,Subcamp,Germany,51.4167,10.5333,Exact
674,1,Sonda,Concentration Camp,Subcamp,Estonia,59.3434,26.8363,Exact
675,1,"Sonneberg- West (Sonneberg, Sg)",Concentration Camp,Subcamp,Germany,50.3500,11.1667,Exact
676,1,Sonnenburg,Early Concentration Camp,N/A,Germany,52.7500,14.0333,Exact
677,1,Soski,Concentration Camp,Subcamp,Estonia,59.1038,27.6863,Exact
678,1,Sosnowitz II,Concentration Camp,Subcamp,Poland,50.3000,19.1667,Exact
679,1,Spaichingen,Concentration Camp,Subcamp,Germany,48.0833,8.7167,Exact
680,1,Spreenhagen,Concentration Camp,Subcamp,Germany,52.3667,13.8833,Exact
681,1,"Spreenhagen (Sachsenhausen, SS-Bbde II)",Concentration Camp,Subcamp,Germany,52.3667,13.8833,Exact
682,1,St. Ägyd am Neuwalde,Concentration Camp,Subcamp,Austria,47.8500,15.5500,Exact
683,1,St. Georgenthal,Concentration Camp,Subcamp,Czechia,50.8667,14.5667,Exact
684,1,St. Gilgen (Sachsenhausen/Wolfgangsee,Concentration Camp,Subcamp,Austria,47.7667,13.3667,Exact
685,1,St. Johann in Tirol,Concentration Camp,Subcamp,Austria,47.5167,12.4333,Exact
686,1,St. Lambrecht,Concentration Camp,Subcamp,Austria,47.0667,14.1333,Exact
687,1,St. Michielsgestel,Concentration Camp,Subcamp,Netherlands,51.6333,5.3500,Exact
688,1,St. Valentin,Concentration Camp,Subcamp,Austria,48.1667,14.5333,Exact
689,1,St. Wolfgang,Concentration Camp,Subcamp,Austria,47.7333,13.4500,Exact
690,1,Stargard in Pommern,Concentration Camp,Subcamp,Germany,53.5000,13.3167,Exact
691,1,"Stassfurt (Reh, Neu- Stassfurt, Stassfurt I)",Concentration Camp,Subcamp,Germany,51.8667,11.5833,Exact
692,1,Steegen,Concentration Camp,Subcamp,Poland,53.3167,19.1000,Exact
693,1,Steinhöring,Concentration Camp,Subcamp,Germany,48.0833,12.0333,Exact
694,1,Steinschönau,Concentration Camp,Subcamp,Czechia,50.7667,14.8167,Exact
695,1,Stempeda (Kommando B-4),Concentration Camp,Subcamp,Germany,51.5167,10.9167,Exact
696,1,Stephanskirchen (BMW),Concentration Camp,Subcamp,Germany,47.8500,12.1833,Exact
697,1,Stettin - Bredow (Vulkanwerft),Early Concentration Camp,N/A,Poland,53.4167,14.5333,Exact
698,1,Steyr - Münchholz,Concentration Camp,Subcamp,Austria,48.0500,14.4167,Exact
699,1,Stollberg-Hoheneck,Early Concentration Camp,N/A,Germany,50.7167,12.8000,Exact
700,1,Stolp,Concentration Camp,Subcamp,Poland,54.4500,17.0333,Exact
701,1,Storkow,Concentration Camp,Subcamp,Germany,52.2500,13.9333,Exact
702,1,Strausberg,Concentration Camp,Subcamp,Germany,52.5833,13.8833,Exact
703,1,Struppen,Early Concentration Camp,N/A,Germany,50.9333,14.0167,Exact
704,1,Stulln,Concentration Camp,Subcamp,Germany,49.4167,12.1333,Exact
705,1,Stuttgart,Early Concentration Camp,N/A,Germany,48.7667,9.1833,Exact
706,1,Stutthof,Concentration Camp,Main Camp,Poland,54.3268,19.1691,Exact
707,1,Suhl,Concentration Camp,Subcamp,Germany,50.6000,10.7000,Exact
708,1,Sömmerda,Concentration Camp,Subcamp,Germany,51.1500,11.1000,Exact
709,1,Tannenwald,Concentration Camp,Subcamp,Germany,51.4000,12.3333,Exact
710,1,Tannroda,Concentration Camp,Subcamp,Germany,50.8667,11.2500,Exact
711,1,Taucha,Concentration Camp,Subcamp,Germany,51.3667,12.4667,Exact
712,1,Ternberg,Concentration Camp,Subcamp,Austria,47.9333,14.3500,Exact
713,1,Tettenborn,Concentration Camp,Subcamp,Germany,51.5667,10.3833,Exact
714,1,Thansau,Concentration Camp,Subcamp,Germany,47.8333,12.1667,Exact
715,1,"Thil (Erz, Arbeitskommando Longwy-Deutschoth, Longwy-Thil, Longwy-Thil- Audun- le-Tiche)",Concentration Camp,Subcamp,Luxembourg,49.4667,5.9000,Exact
716,1,"Thorn (OT, Baukommando Weichsel)",Concentration Camp,Subcamp,Poland,53.0333,18.6000,Exact
717,1,Tonndorf (T),Concentration Camp,Subcamp,Germany,50.8833,11.2000,Exact
718,1,Torgau,Concentration Camp,Subcamp,Germany,51.5667,13.0000,Exact
719,1,Traunstein,Concentration Camp,Subcamp,Germany,47.8833,12.6500,Exact
720,1,Trautenstein,Concentration Camp,Subcamp,Germany,51.6833,10.7833,Exact
721,1,Trawniki,Concentration Camp,Subcamp,Poland,51.1333,23.0000,Exact
722,1,Trebnitz,Concentration Camp,Subcamp,Germany,52.5333,14.2167,Exact
723,1,Treskau,Concentration Camp,Subcamp,Poland,52.5167,16.9833,Exact
724,1,Trier (Sicherungsstab),Concentration Camp,Subcamp,Germany,49.7500,6.6333,Exact
725,1,Trostberg,Concentration Camp,Subcamp,Germany,48.0333,12.5500,Exact
726,1,Trutenau,Concentration Camp,Subcamp,Poland,54.2500,18.8167,Exact
727,1,Trzebinia,Concentration Camp,Subcamp,Poland,50.1667,19.4833,Exact
728,1,"Tröglitz (Rehmsdorf, Gleina, Wille)",Concentration Camp,Subcamp,Germany,51.0667,12.2000,Exact
729,1,Tschechowitz (Bombensucherkommando),Concentration Camp,Subcamp,Poland,49.9167,19.0167,Exact
730,1,Youth Protection Camp Uckermark,Youth Camp,N/A,Germany,53.1833,12.1500,Exact
731,1,Uelzen,Concentration Camp,Subcamp,Germany,52.9667,10.5667,Exact
732,1,Ulm (Magirus-Deutz AG),Concentration Camp,Subcamp,Germany,48.4000,10.0000,Exact
733,1,Ulm - Oberer Kuhberg,Early Concentration Camp,N/A,Germany,48.4000,10.0000,Exact
734,1,Unna,Concentration Camp,Subcamp,Germany,51.5333,7.6833,Exact
735,1,"Unterlüss (Lager Tannenberg, Altensothrieth)",Concentration Camp,Subcamp,Germany,52.8333,10.2833,Exact
736,1,Unterschwarzach,Concentration Camp,Subcamp,Germany,49.5500,8.9833,Exact
737,1,Usedom,Concentration Camp,Subcamp,Germany,53.8667,13.9167,Exact
738,1,Usingen,Concentration Camp,Subcamp,Germany,50.3333,8.5333,Exact
739,1,"Uthlede (OT-Polizeihaftlager, Uttlede)",Concentration Camp,Subcamp,Germany,53.3167,8.5833,Exact
740,1,Vaihingen/Enz,Concentration Camp,Subcamp,Germany,48.9333,8.9667,Exact
741,1,Vaihingen/Unterriexingen (with Gross- Sachsenheim),Concentration Camp,Subcamp,Germany,48.9333,9.0667,Exact
742,1,Vaivara,Concentration Camp,Main Camp,Estonia,59.3667,27.7500,Exact
743,1,"Valepp (Bauleitung der Waffen-SS und Polizei, Schliersee)",Concentration Camp,Subcamp,Austria,47.6167,11.9000,Exact
744,1,Vechelde,Concentration Camp,Subcamp,Germany,52.2667,10.3833,Exact
745,1,Vechta,Early Concentration Camp,N/A,Germany,52.7167,8.2833,Exact
746,1,Velten,Concentration Camp,Subcamp,Germany,52.6833,13.1833,Exact
747,1,Venlo,Concentration Camp,Subcamp,Germany,51.3667,6.1667,Exact
748,1,Venusberg,Concentration Camp,Subcamp,Germany,50.7000,13.0167,Exact
749,1,Verden,Concentration Camp,Subcamp,Germany,52.9167,9.2333,Exact
750,1,Vicht (OT- Polizeihaftlager),Concentration Camp,Subcamp,Germany,50.7333,6.2667,Exact
751,1,Vivikonna OT and Vivikonna Baltöl (Werk IV Sillamäe),Concentration Camp,Subcamp,Estonia,59.3380,27.6746,Exact
752,1,Vöcklabruck,Concentration Camp,Subcamp,Austria,48.0167,13.6500,Exact
753,1,Waldenburg,Concentration Camp,Subcamp,Poland,50.7667,16.2833,Exact
754,1,Waldheim,Early Concentration Camp,N/A,Germany,51.0667,13.0167,Exact
755,1,Walldorf,Concentration Camp,Subcamp,Germany,50.0000,8.5833,Exact
756,1,"Wansleben (MF, Wilhelm, Biber II, Mansfeld)",Concentration Camp,Subcamp,Germany,51.4667,11.7500,Exact
757,1,Warberg,Concentration Camp,Subcamp,Germany,52.1833,10.9333,Exact
758,1,Warschau,Concentration Camp,Main Camp,Poland,52.2500,21.0000,Exact
759,1,Wasseralfingen,Concentration Camp,Subcamp,Germany,48.8667,10.1000,Exact
760,1,Watenstedt,Concentration Camp,Subcamp,Germany,52.0833,10.8333,Exact
761,1,Wedel,Concentration Camp,Subcamp,Germany,53.5833,9.7167,Exact
762,1,Weferlingen (Gazelle),Concentration Camp,Subcamp,Germany,52.3000,11.0667,Exact
763,1,Weimar (Gustloff Werke I and II),Concentration Camp,Subcamp,Germany,50.9833,11.3167,Exact
764,1,Weisswasser,Concentration Camp,Subcamp,Germany,51.5167,14.6333,Exact
765,1,Weissenfels,Early Concentration Camp,N/A,Germany,50.5833,7.4000,Exact
766,1,Weisswasser,Early Concentration Camp,N/A,Germany,51.5167,14.6333,Exact
767,1,Weisssee,Concentration Camp,Subcamp,Germany,48.4667,12.6333,Exact
768,1,Werden,Early Concentration Camp,N/A,Germany,51.3833,7.0000,Exact
769,1,Werder,Concentration Camp,Subcamp,Germany,52.3833,12.9500,Exact
770,1,Wernigerode (Richard),Concentration Camp,Subcamp,Germany,51.8333,10.7833,Exact
771,1,"Wesserling (Kranich, A10, Urbes, Hüsseren- Wesserling, Colmar)",Concentration Camp,Subcamp,France,47.8833,6.9833,Exact
772,1,Wesslinken,Concentration Camp,Subcamp,Poland,54.3333,18.8167,Exact
773,1,"Westeregeln (Maulwurf, Tarthun, Mw)",Concentration Camp,Subcamp,Germany,51.9667,11.4000,Exact
774,1,Wewelsburg Main Camp (Niederhagen),Concentration Camp,Main Camp,Germany,51.6000,8.6500,Exact
775,1,Weyr,Concentration Camp,Subcamp,Austria,47.8548,14.6573,Exact
776,1,Wickerode,Concentration Camp,Subcamp,Germany,51.4667,11.1333,Exact
777,1,"Wieda (Buchenwald, Mittelbau, and Sachsenhausen, SS- BB III)",Concentration Camp,Subcamp,Germany,51.5500,10.5833,Exact
778,1,Wieliczka,Concentration Camp,Subcamp,Poland,49.9833,20.0667,Exact
779,1,Wien- Floridsdorf and Jedlesee (Floridsdorf I and II),Concentration Camp,Subcamp,Austria,48.2000,16.3667,Exact
780,1,Wiener Neudorf,Concentration Camp,Subcamp,Austria,48.0667,16.3167,Exact
781,1,Wiener Neustadt,Concentration Camp,Subcamp,Austria,47.8000,16.2500,Exact
782,1,Wiesau,Concentration Camp,Subcamp,Poland,51.3000,15.5667,Exact
783,1,Wiesbaden-Unter den Eichen (Wiesbaden),Concentration Camp,Subcamp,Germany,50.0833,8.2500,Exact
784,1,Wilhelmshaven-Banter Weg (Kriegsmarinewerft),Concentration Camp,Subcamp,Germany,53.5167,8.1333,Exact
785,1,"Wilhelmshaven (Neuengamme, SS-Bbde II)",Concentration Camp,Subcamp,Germany,53.5167,8.1333,Exact
786,1,Wilischthal,Concentration Camp,Subcamp,Germany,50.7500,13.0333,Exact
787,1,Witten-Annen (AGW),Concentration Camp,Subcamp,Germany,51.4333,7.3333,Exact
788,1,Wittenberg,Concentration Camp,Subcamp,Germany,53.0000,11.7500,Exact
789,1,Wittenberge,Concentration Camp,Subcamp,Germany,53.1333,7.8667,Exact
790,1,Wittlich (Wittlich an der Mosel),Concentration Camp,Subcamp,France,48.9833,6.8833,Exact
791,1,Wittmoor,Early Concentration Camp,N/A,Germany,53.2000,11.8167,Exact
792,1,Wolfen,Concentration Camp,Subcamp,Germany,51.6667,12.2833,Exact
793,1,Wolkenburg,Concentration Camp,Subcamp,Germany,51.6000,14.2667,Exact
794,1,Wulkow,Concentration Camp,Subcamp,Germany,52.2167,13.4500,Exact
795,1,"Wuppertal (Buchenwald, SS- BB IV)",Concentration Camp,Subcamp,Germany,51.2667,7.1833,Exact
796,1,Wuppertal-Barmen (Kemna),Early Concentration Camp,N/A,Germany,51.2667,7.1833,Exact
797,1,Wächtersbach,Concentration Camp,Subcamp,Germany,50.2667,9.3000,Exact
798,1,Wöbbelin,Concentration Camp,Subcamp,Germany,53.3334,11.5036,Exact
799,1,Würzburg,Concentration Camp,Subcamp,Germany,49.8000,9.9333,Exact
800,1,Zablocie,Concentration Camp,Subcamp,Poland,49.9667,20.1833,Exact
801,1,"Olcza (Zakopane, Zakopane-Olcza)",Concentration Camp,Subcamp,Poland,49.3000,19.9667,Exact
802,1,Zangberg,Concentration Camp,Subcamp,Germany,48.2833,12.4333,Exact
803,1,Zeltingen (Zeltingen an der Mosel),Concentration Camp,Subcamp,Germany,49.9500,7.0167,Exact
804,1,Zeyersniederkampen,Concentration Camp,Subcamp,Poland,54.2500,19.3167,Exact
805,1,Zeyersvorderkampen,Concentration Camp,Subcamp,Poland,54.2500,19.2833,Exact
806,1,Zichow,Concentration Camp,Subcamp,Germany,53.1833,14.0333,Exact
807,1,Zillerthal-Erdmannsdorf,Concentration Camp,Subcamp,Poland,50.8533,15.7770,Exact
808,1,Zittau (Klein-Schönau),Concentration Camp,Subcamp,Czechia,50.9000,14.8333,Exact
809,1,Zschachwitz,Concentration Camp,Subcamp,Germany,51.0000,13.8500,Exact
810,1,Zschopau,Concentration Camp,Subcamp,Germany,50.7500,13.0667,Exact
811,1,Zschorlau,Early Concentration Camp,N/A,Germany,50.5667,12.6500,Exact
812,1,Zweibrücken,Early Concentration Camp,N/A,Germany,51.4000,14.7167,Exact
813,1,Zwickau,Early Concentration Camp,N/A,Germany,50.7333,12.5000,Exact
814,1,Zwodau,Concentration Camp,Subcamp,Czechia,50.1833,12.6333,Exact
815,1,Ötztal,Concentration Camp,Subcamp,Austria,47.2333,10.8500,Exact
816,1,Überlingen,Concentration Camp,Subcamp,Germany,47.7667,9.1667,Exact
817,1,Berlin-Charlottenburg (Maikowski-Haus),Early Concentration Camp,N/A,Germany,52.5160,13.3104,Exact
818,1,Berlin-Köpenick,Early Concentration Camp,N/A,Germany,52.4553,13.5789,Exact
819,1,Berlin-Kreuzberg (Friedrichstrasse Nr. 234),Early Concentration Camp,N/A,Germany,52.5026,13.3883,Exact
820,1,Berlin-Kreuzberg (Hedemannstrasse),Early Concentration Camp,N/A,Germany,52.5028,13.3879,Exact
821,1,Berlin-Plötzensee,Early Concentration Camp,N/A,Germany,52.5396,13.3198,Exact
822,1,Berlin-Prenzlauer Berg (Wasserturm),Early Concentration Camp,N/A,Germany,52.5342,13.4160,Exact
823,1,Berlin-Spandau,Early Concentration Camp,N/A,Germany,52.5349,13.1979,Exact
824,1,Berlin-Tiergarten (Universum-Landesausstellungspark),Early Concentration Camp,N/A,Germany,52.5233,13.3640,Exact
825,1,Börgermoor (Papenburg I),Early Concentration Camp,N/A,Germany,53.0167,7.5000,Exact
826,1,Columbia-Haus,Early Concentration Camp,N/A,Germany,52.4836,13.3992,Exact
827,1,"Esterwegen, IKL",Early Concentration Camp,N/A,Germany,53.0081,7.6397,Exact
828,1,Esterwegen III (Papenburg III),Early Concentration Camp,N/A,Germany,53.0154,7.6361,Exact
829,1,Greater Nürnberg Camps-Fürther Strasse,Early Concentration Camp,N/A,Germany,49.4545,11.0463,Exact
830,1,Greater Nürnberg Camps-Fürth Polizeidirektion,Early Concentration Camp,N/A,Germany,49.4812,10.9802,Exact
831,1,Greater Nürnberg Camps-Rathausplatz,Early Concentration Camp,N/A,Germany,49.4555,11.0747,Exact
832,1,Köln (Bonner Wall),Early Concentration Camp,N/A,Germany,50.9182,6.9475,Exact
833,1,Köln (Klingelpütz),Early Concentration Camp,N/A,Germany,50.9460,6.9455,Exact
834,1,München-Stadelheim,Early Concentration Camp,N/A,Germany,48.1009,11.5890,Exact
835,1,Oberfranken and Unterfranken Camps-Coburg,Early Concentration Camp,N/A,Germany,50.2604,10.9343,Exact
836,1,Oberfranken and Unterfranken Camps-Hof an der Saale,Early Concentration Camp,N/A,Germany,50.2884,11.9124,Exact
837,1,Oberfranken and Unterfranken Camps-Straubing,Early Concentration Camp,N/A,Germany,48.8712,12.5848,Exact
838,1,Oberfranken and Unterfranken Camps-Bayreuth-St. Georgen,Early Concentration Camp,N/A,Germany,49.9554,11.5878,Exact
839,1,Oberfranken and Unterfranken Camps-Bamberg-Wilhelmsplatz,Early Concentration Camp,N/A,Germany,49.8924,10.8948,Exact
840,1,Oberfranken and Unterfranken Camps-Aschaffenburg,Early Concentration Camp,N/A,Germany,49.9905,9.1029,Exact
841,1,Oberfranken and Unterfranken Camps-Hassfurt,Early Concentration Camp,N/A,Germany,50.0331,10.5132,Exact
842,1,Oberfranken and Unterfranken Camps-Schweinfurt,Early Concentration Camp,N/A,Germany,50.0443,10.2253,Exact
